Query,Output
"Check for any tickets needing response from the ""QA"" team and prioritize them for this sprint","var_1 = search_object_by_name(query=""QA"")
var_2 = works_list(type=[""ticket""], ticket.needs_response=True, ticket.rev_org=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Find and summarize work items for the ""Alpha"" project with low priority","var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""low""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
Can you provide a recipe for chocolate chip cookies?,#Unanswerable_Invalid_Query_Error
"Find work items related to the ""FEATURE-999"" part that need a response, then prioritize and summarize them.","var_1 = works_list(applies_to_part=[""FEATURE-999""], ticket.needs_response=True, type=[""issue"", ""ticket"", ""task""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Add CAPL-123 related p2 tickets to the sprint,"var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p2""], type=[""ticket""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Is consciousness a product of the brain, or does the brain serve as a conduit for a greater consciousness?",#Unanswerable_Invalid_Query_Error
" Summarize all tasks created by DevDana and add them to the current sprint, limiting the number of work items to 42.","var_1 = works_list(created_by=[""DevDana""], limit=42, type=[""task""])
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
Identify tasks related to the 'Alpha' feature that are in the 'development' stage and add them to sprint 'S123',"var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(applies_to_part=[var_1], stage.name=[""development""], type=[""task""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""S123"")
"
Find tasks related to ENH-456 and summarize them,"var_1 = search_object_by_name(query=""ENH-456"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
List all issues raised by REV-999 in the last month and sort them by priority,"var_1 = search_object_by_name(query=""REV-999"")
var_2 = works_list(created_by=[var_1], type=[""issue""])
var_3 = prioritize_objects(objects=var_2)
"
Summarize and prioritize issues created by user USER-XYZ,"var_1 = works_list(created_by=[""USER-XYZ""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
"Identify work items in 'development' stage for the Rev organization ""ORG-567"", prioritize and summarize them","var_1 = works_list(stage.name=[""development""], issue.rev_orgs=[""ORG-567""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Prioritize all tasks related to Rev organization ORG-999 and list them,"var_1 = works_list(issue.rev_orgs=[""ORG-999""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
Get the ID for the current sprint and list all low severity tickets for it,"var_1 = get_sprint_id()
var_2 = works_list(ticket.severity=[""low""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Find work related to the ""ProjectX"" enhancement and get a summary","var_1 = search_object_by_name(query=""ProjectX"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Get the current sprint ID and list all medium severity tickets assigned to it,"var_1 = get_sprint_id()
var_2 = works_list(ticket.severity=[""medium""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Find high priority tasks related to the ""Backend"" component and list them by priority","var_1 = works_list(type=[""task""], issue.priority=[""high""], applies_to_part=[""Backend""])
var_2 = prioritize_objects(objects=var_1)
"
Summarize the latest 'P1' issues from 'Support-Team' and assign them to current sprint for resolution,"var_1 = search_object_by_name(query=""Support-Team"")
var_2 = works_list(issue.rev_orgs=[var_1], issue.priority=[""p1""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Retrieve all P2 priority enhancement issues and summarize for the weekly review,"var_1 = works_list(type=[""issue""], issue.priority=[""p2""], type=[""enhancement""])
var_2 = summarize_objects(objects=var_1)
"
Retrieve and prioritize tasks created by user USER-321 that need a response,"var_1 = works_list(created_by=[""USER-321""], ticket.needs_response=True, type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
Find P2 issues related to project Alpha and summarize them,"var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(type=[""issue""], issue.priority=[""p2""], applies_to_part=[var_1])
var_3 = summarize_objects(objects=var_2)
"
Summarize tasks related to PROJ-2040 and involving user USER-001,"var_1 = search_object_by_name(query=""PROJ-2040"")
var_2 = works_list(owned_by=[""USER-001""], applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Retrieve my issues that need to be worked on for the REV-789 org and summarize them,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], issue.rev_orgs=[""REV-789""], ticket.needs_response=True, type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
"Find and summarize all tickets related to the ""Alpha Project"" which need a response","var_1 = search_object_by_name(query=""Alpha Project"")
var_2 = works_list(ticket.needs_response=True, ticket.rev_org=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Retrieve all work of type 'issue' and 'ticket' for the user 'DEVU-321', summarize and prioritize them.","var_1 = works_list(owned_by=[""DEVU-321""], type=[""issue"", ""ticket""])
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
" Retrieve all high severity tickets from the WEB source channel, prioritize them, and add them to the current sprint, limiting the number of work items to 17.","var_1 = search_object_by_name(query=""WEB"")
var_2 = works_list(ticket.severity=[""high""], ticket.source_channel=[var_1], limit=17, type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Find tickets requiring response about ""Network Outage"" issue and determine their severity","var_1 = search_object_by_name(query=""Network Outage"")
var_2 = works_list(ticket.needs_response=True, owned_by=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Find all tasks related to the component ""COMP-456"" and summarise them","var_1 = search_object_by_name(query=""COMP-456"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find and summarize all tasks related to the ""AlphaProject"" currently in the ""development"" stage","var_1 = search_object_by_name(query=""AlphaProject"")
var_2 = works_list(applies_to_part=[var_1], stage.name=[""development""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Find tickets needing response for REV-456 and filter by 'low' severity,"var_1 = search_object_by_name(query=""REV-456"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.severity=[""low""], ticket.needs_response=True, type=[""ticket""])
"
"List all open issues assigned to me from the ""NextGen"" project and add them to the sprint for resolution.","var_1 = who_am_i()
var_2 = search_object_by_name(query=""NextGen"")
var_3 = works_list(owned_by=[var_1], applies_to_part=[var_2], type=[""issue""])
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
Get a summary of all tasks I own that are in the 'development' stage.,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], stage.name=[""development""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find work items related to ""ENH-987"" and assign them to the current sprint","var_1 = search_object_by_name(query=""ENH-987"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue"", ""ticket"", ""task""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Identify and prioritize tasks related to the Rev ""HelloWorld"" while limiting the number of items to 20","var_1 = search_object_by_name(query=""HelloWorld"")
var_2 = works_list(issue.rev_orgs=[var_1], limit=20, type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
Find tickets from 'TechCorp' with medium severity and update their stage to 'In Progress',"#Unanswerable_Invalid_Query_Error
"
Retrieve a list of tasks associated with part PROD-321 and filter for those created by user UXD-321,"var_1 = search_object_by_name(query=""PROD-321"")
var_2 = search_object_by_name(query=""UXD-321"")
var_3 = works_list(applies_to_part=[var_1], created_by=[var_2], type=[""task""])
"
"Find current sprint ID, then list and prioritize my ticket type works with severity 'medium'.","var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = works_list(owned_by=[var_1], ticket.severity=[""medium""], type=[""ticket""])
var_4 = prioritize_objects(objects=var_3)
"
"For the upcoming release, filter all issues tagged with ""UX-Update"", prioritize and summarize","var_1 = works_list(applies_to_part=[""UX-Update""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
"What if the universe is a grand symphony, and each celestial body contributes to the cosmic melody?",#Unanswerable_Invalid_Query_Error
"For customer BetaCorp, extract all open tickets, prioritize for this week's review, and return ticket IDs","var_1 = search_object_by_name(query=""BetaCorp"")
var_2 = works_list(type=[""ticket""], ticket.rev_org=[var_1])
var_3 = prioritize_objects(objects=var_2)
"
Organize my critical tasks and summarize them,"var_1 = who_am_i()
var_2 = works_list(type=[""task""], owned_by=[var_1], ticket.severity=[""critical""])
var_3 = summarize_objects(objects=var_2)
"
Get a list of all medium severity tickets created by user 'User12345',"var_1 = works_list(created_by=[""User12345""], ticket.severity=[""medium""], type=[""ticket""])
"
Retrieve and summarize my issues requiring a response,"var_1 = who_am_i()
var_2 = works_list(type=[""issue""], owned_by=[var_1], ticket.needs_response=True)
var_3 = summarize_objects(objects=var_2)
"
Find all issues from 'RevOrg-456' in 'support' stage and add to current sprint,"var_1 = works_list(issue.rev_orgs=[""RevOrg-456""], stage.name=[""support""], type=[""issue""])
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
Summarize my tasks related to enhancement ENH-321 and categorize them by their current stage,"var_1 = search_object_by_name(query=""ENH-321"")
var_2 = who_am_i()
var_3 = works_list(type=[""task""], applies_to_part=[var_1], owned_by=[var_2])
var_4 = summarize_objects(objects=var_3)
"
Generate a list of all tasks that need a response and prioritize them,"var_1 = works_list(ticket.needs_response=True, type=[""task""])
var_2 = prioritize_objects(objects=var_1)
"
Add UltimateCustomer's new high-priority tasks to the sprint after summarizing them,"var_1 = search_object_by_name(query=""UltimateCustomer"")
var_2 = works_list(ticket.rev_org=[var_1], issue.priority=[""p0""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Find and summarize all issues created by DevTeam5 with a limit of 30 work items.,"var_1 = works_list(created_by=[""DevTeam5""], type=[""issue""], limit=30)
var_2 = summarize_objects(objects=var_1)
"
Summarize and prioritize tickets for sprint addition for user USER-321,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
"Prioritize all tasks owned by user QAExpert and summarize them, limiting the number of work items to 40.","var_1 = search_object_by_name(query=""QAExpert"")
var_2 = works_list(owned_by=[var_1], type=[""task""], limit=40)
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Retrieve and summarize all P1 issues assigned to 'Engineer42',"var_1 = search_object_by_name(query=""Engineer42"")
var_2 = works_list(owned_by=[var_1], issue.priority=[""p1""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
Prioritize tasks related to customer complaints and summarize them for review,"var_1 = works_list(type=[""task""], ticket.source_channel=[""customer complaints""])
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Summarize the recent tasks created by user DEVU-789 and identify if any of them need a response.,"var_1 = search_object_by_name(query=""DEVU-789"")
var_2 = works_list(created_by=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Retrieve my low-priority tasks and arrange them by due date,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], issue.priority=[""p2""])"
Retrieve the sprint ID for my team's sprint called 'SuperSprint',"var_1 = search_object_by_name(query=""SuperSprint"")
"
"Get my tasks related to `DOC-321` that need a response, prioritize and summarize them.","var_1 = who_am_i()
var_2 = works_list(type=[""task""], applies_to_part=[""DOC-321""], owned_by=[var_1], ticket.needs_response=True)
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Find issues for CAPL-123 that need a response and summarize them,"var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(applies_to_part=[var_1], ticket.needs_response=True, type=[""issue""])
var_3 = summarize_objects(objects=var_2)
"
Summarize all medium severity tickets and check if any requires immediate response,"var_1 = works_list(ticket.severity=[""medium""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
"For customer BetaCorp, list all low priority tickets, summarize, and assign to user USER-ABC","var_1 = search_object_by_name(query=""BetaCorp"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.severity=[""low""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = search_object_by_name(query=""USER-ABC"")
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
